label
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  4.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  4.0
E  5.0
E  5.0
E  5.0
E  4.0
E  4.0
E  4.0
E  5.0
E  5.0
E  4.0
E  4.0
E  5.0
E  4.0
E  4.0
E  5.0
E  4.0
E  5.0
E  4.0
E  5.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
E  4.0
FS 5.0
FS 5.0
FS 4.0
FS 4.0
FS 5.0
FS 5.0
FS 4.0
FS 4.0
FS 5.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 5.0
FS 5.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
FS 5.0
FS 5.0
FS 4.0
FS 4.0
FS 4.0
FS 5.0
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
SOMnan
