0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.009141512,-0.031199522,0.022513537,0.028216941,-0.058531057,-0.039065383,0.0038352122,-0.009487278,-0.00050403463,-0.025591316,0.026381962,0.02333401,0.0019828372,0.033819117,0.013824003,-0.028925428,-0.014338592,-0.15267555,-0.35089558,-0.7198655,-0.84110093,-0.55170983,-0.012053955,0.26002884,0.32096675,0.25502548,0.18007872,0.09331436,0.04624451,0.024350815,0.06741381,-0.0114731835,-0.015233097,-0.024392635,0.018481964,0.033869434,-0.0034184011,-0.025204692,-0.024734436,0.019517783,0.022297624,0.016294628,-0.019965291,0.0069648395,0.0035005743,0.006560658,0.026142864,0.0067078667,0.020367406,0.0020273721
0.0061089955,-0.033838592,-0.0148020405,0.004242584,-0.06976114,0.0071047833,0.057087224,-0.013603149,0.007794236,0.030747652,-0.0049185827,-0.017428555,-0.06827018,0.019231603,-0.00359633,-0.03352717,-0.021603214,-0.14141949,-0.39310187,-0.700179,-0.87570655,-0.4998625,-0.09066078,0.24478367,0.39150497,0.2994101,0.16703756,0.05413513,0.017984362,0.013624445,0.004290081,-0.0020068611,-0.00079079036,-0.006410707,-0.043256782,-0.015495056,0.027438745,-0.041050028,-0.0056866654,-0.024592618,0.003340513,-0.011658995,0.04432181,0.015197495,-0.039354093,0.02013684,-0.023239555,-0.017309891,0.00941457,-0.014752422
0.003453941,0.028332476,0.0040980685,0.03685183,0.00023982089,-0.0034600499,0.031929366,-0.029353226,0.08443342,0.011257726,0.0114249,0.015753131,0.05631601,0.023777103,-0.048352957,0.038957454,-0.035628013,-0.12069443,-0.4156267,-0.70258164,-0.8550963,-0.52827686,-0.057253167,0.32241508,0.39328438,0.26698488,0.16602877,0.07114775,0.06704272,0.0015585888,-0.009475734,0.030077051,-0.016014788,-0.0011121047,-0.04743674,0.021125976,0.05822603,0.021636764,0.043853976,-0.025383065,0.0070897285,-0.028294798,-0.0068329666,0.023166344,0.0030546184,-0.04237923,-0.039450873,-0.041434918,0.014743578,0.061916836
-0.028097935,0.000357886,0.00039161777,-0.041013416,-0.016185824,-0.009698478,0.012404386,0.013840503,-0.017439555,0.01406609,-0.0054623457,-0.086088344,-0.014539144,0.03237154,-0.05065545,0.00023408188,0.022156723,-0.14672747,-0.37718463,-0.7574882,-0.78673816,-0.53378195,-0.04733139,0.30529374,0.35366094,0.2393206,0.1446911,0.09719898,0.0151389,-0.052091118,0.0015671601,-0.043687113,0.048622638,0.0053241756,-0.02715267,-0.020958707,-0.056681905,-0.03298386,0.030489696,0.066953585,0.021791896,-0.0027612762,-0.012958781,-0.028694874,0.061792977,-0.0056624613,0.063468896,0.041805584,-0.052223895,-0.019978572
-0.0031052595,0.053225465,-0.023711659,0.02228482,-0.0017900544,-0.009832272,0.01896946,-0.008975204,-0.07985896,-0.09188604,0.03817269,0.036908004,0.056622144,-0.0005239657,-0.03898032,-0.01573417,-0.02505838,-0.15412022,-0.32779184,-0.6511826,-0.8212066,-0.53160787,-0.087579206,0.31105772,0.3361058,0.25691456,0.17854466,0.06477969,0.038268786,-0.03184782,0.035777,-0.0024130645,0.03489821,-0.006013539,-0.004083409,-0.036369257,0.022792732,-0.026275197,-0.014592671,3.1415588e-05,0.0036367255,-0.051182907,-0.006924176,0.023856906,-0.011350141,-0.0067419526,0.0048721815,-0.003778813,-0.030915465,-0.0010903837
-0.009164726,0.028276654,0.040733326,-0.031050067,-0.010573517,0.027452355,-0.0038864592,-0.014801564,0.030286266,0.033103596,-0.013489241,0.0063712467,-0.036252327,-0.026862547,0.0035236792,-0.0022044505,-0.054407395,-0.14538829,-0.40920043,-0.7047159,-0.89458424,-0.5616293,-0.104618445,0.27723533,0.27973458,0.26654136,0.21329516,0.13255405,-0.020314697,0.020378474,-0.026504755,-0.03507481,-0.0032699136,0.03686928,0.017992347,-0.021453962,0.021151042,-0.06731125,-0.022588374,-0.024716746,0.0023496207,-0.006084839,-0.004244133,-0.005241586,0.0006722172,0.016203929,0.0044799307,-0.008530554,0.0120524485,0.024783706
-0.009833994,0.013041236,0.00080676185,-0.0377984,-0.0490723,0.007887246,0.041493434,0.0023804365,0.024398921,0.030384276,0.008003778,-0.024434494,0.005861159,0.03621407,0.01569544,0.019300707,-0.0392775,-0.12997968,-0.38081092,-0.7199078,-0.8005163,-0.60169715,-0.047814045,0.2622798,0.29267156,0.2857425,0.14237443,0.07164006,0.08932599,0.041725393,0.020398993,0.012142575,-0.004806216,0.06000186,0.02406761,-0.02248623,-0.042003047,0.017005142,-0.0016760738,-0.042868145,0.012857585,-0.008070814,0.015919948,0.013252206,-0.018247921,0.018985342,-0.014937152,-0.012986456,-0.015968142,0.033929233
0.039162185,-0.0105009815,-0.023740562,0.0100889765,0.019491564,0.019018589,0.0005925127,0.004775704,0.0069611124,0.01009189,0.012746578,0.032833833,0.0016943621,-0.024502216,-0.0045300284,0.01946677,-0.07899696,-0.17733164,-0.3497008,-0.672764,-0.8735111,-0.52826816,-0.060716547,0.2568398,0.34298253,0.22680336,0.13089292,0.073313504,0.029501263,-0.022352468,0.026853815,-0.011807562,-0.012520343,0.00850031,-0.0038646662,0.02512457,-0.028002653,-0.041921597,-0.009293627,0.0018070852,-0.03722268,-0.041632608,0.0054689334,-0.022733416,-0.04357535,0.02896024,-0.01895384,0.034494348,0.00085412373,0.008842766
0.055627663,0.0028058784,0.030576475,0.01196888,-0.011493408,-0.057743292,0.04879477,-0.031473067,0.041483127,0.01610423,-0.02928036,0.009360203,0.063989244,0.04607146,-0.0155826695,-0.024506077,-0.022394875,-0.1288745,-0.34125698,-0.69618005,-0.8863223,-0.5175217,-0.054102924,0.26577795,0.34128487,0.30155134,0.19344322,0.059858754,0.03210417,-0.0020294562,-0.047290996,-0.0025618486,0.05547682,-0.051340755,-0.0007192717,-0.001683878,0.008632086,-0.028881747,-0.042753316,-0.04135793,0.03992801,-0.029480578,-0.014986866,0.06313898,-0.02202767,0.010271988,0.03191435,0.030471606,-0.03994729,-0.021400573
-0.030781213,0.005094447,-0.042655837,0.018621473,-0.023561882,-0.03407886,0.0058303038,-0.021022037,-0.017224774,0.00515369,0.023999706,-0.024551762,-0.029733857,0.00070639176,0.0159763,0.040736,-0.057541,-0.1334481,-0.3419755,-0.65917486,-0.8653478,-0.5534463,-0.037297193,0.24733241,0.31103963,0.2729236,0.21059203,0.04306657,0.078812554,-0.005816891,0.013538141,0.04844479,0.009893892,-0.008904185,0.02154785,-0.00519472,0.015640553,-0.0061404286,0.025834586,-0.041826952,-0.030405648,-0.04226785,-0.0016928829,-0.045886148,-0.020754946,-0.033225257,0.044390287,-0.02972041,-0.03859637,0.007450156
-0.012770718,0.04399822,0.030068295,-0.002748462,-0.027811635,0.04614968,0.0038265698,-0.0047806827,0.043970246,-0.021889068,-0.025327038,-0.041466273,-0.10901904,-0.11911127,-0.24151045,-0.35892206,-0.5122353,-0.6656385,-0.8093367,-0.8605625,-0.8793984,-0.7941203,-0.57057214,-0.44307974,-0.20307091,0.00086102076,0.14005111,0.26568785,0.3272513,0.3622279,0.33752772,0.31775662,0.2969368,0.19398946,0.25272676,0.22916795,0.13035095,0.11198307,0.09762642,0.004802428,0.057196118,0.005854157,0.08014792,0.0011041667,0.03109316,-0.003237855,0.06702144,-0.014797746,0.035234965,0.018934522
-0.009753509,-0.0027315854,0.07678594,-0.022766815,0.006779373,0.02336555,-0.02914634,-0.048703395,-0.020552278,0.016193291,-0.026019333,-0.04147668,-0.042198874,-0.15277362,-0.22130276,-0.38721564,-0.4814807,-0.6411412,-0.7603032,-0.9023366,-0.8804872,-0.83391464,-0.648569,-0.39395925,-0.23084192,-0.06167906,0.12154043,0.20914534,0.28775716,0.37628075,0.31173474,0.3419528,0.29720142,0.2372007,0.21466509,0.13621236,0.15046577,0.07106878,0.053603683,0.02938199,0.050031986,0.03498067,-0.06722484,0.0143792415,-0.048490092,-0.008125118,-0.0021245657,-0.009988986,0.015306881,0.021736482
