-100.00,-99.00,-98.00,-97.00,-96.00,-95.00,-94.00,-93.00,-92.00,-91.00,-90.00,-89.00,-88.00,-87.00,-86.00,-85.00,-84.00,-83.00,-82.00,-81.00,-80.00,-79.00,-78.00,-77.00,-76.00,-75.00,-74.00,-73.00,-72.00,-71.00,-70.00,-69.00,-68.00,-67.00,-66.00,-65.00,-64.00,-63.00,-62.00,-61.00,-60.00,-59.00,-58.00,-57.00,-56.00,-55.00,-54.00,-53.00,-52.00,-51.00,-50.00,-49.00,-48.00,-47.00,-46.00,-45.00,-44.00,-43.00,-42.00,-41.00,-40.00,-39.00,-38.00,-37.00,-36.00,-35.00,-34.00,-33.00,-32.00,-31.00,-30.00,-29.00,-28.00,-27.00,-26.00,-25.00,-24.00,-23.00,-22.00,-21.00,-20.00,-19.00,-18.00,-17.00,-16.00,-15.00,-14.00,-13.00,-12.00,-11.00,-10.00,-9.00,-8.00,-7.00,-6.00,-5.00,-4.00,-3.00,-2.00,-1.00,0.00,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00,13.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00,26.00,27.00,28.00,29.00,30.00,31.00,32.00,33.00,34.00,35.00,36.00,37.00,38.00,39.00,40.00,41.00,42.00,43.00,44.00,45.00,46.00,47.00,48.00,49.00,50.00,51.00,52.00,53.00,54.00,55.00,56.00,57.00,58.00,59.00,60.00,61.00,62.00,63.00,64.00,65.00,66.00,67.00,68.00,69.00,70.00,71.00,72.00,73.00,74.00,75.00,76.00,77.00,78.00,79.00,80.00,81.00,82.00,83.00,84.00,85.00,86.00,87.00,88.00,89.00,90.00,91.00,92.00,93.00,94.00,95.00,96.00,97.00,98.00,99.00,100.00
6.0,19.0,22.0,18.0,23.0,17.0,15.0,21.0,19.0,15.0,18.0,15.0,21.0,32.0,21.0,26.0,16.0,19.0,14.0,15.0,16.0,28.0,18.0,21.0,16.0,17.0,19.0,18.0,24.0,21.0,24.0,17.0,15.0,23.0,11.0,22.0,14.0,23.0,22.0,25.0,18.0,23.0,16.0,22.0,20.0,24.0,26.0,18.0,21.0,26.0,21.0,14.0,21.0,14.0,15.0,26.0,22.0,23.0,22.0,15.0,18.0,20.0,13.0,19.0,19.0,18.0,20.0,25.0,22.0,18.0,14.0,17.0,22.0,22.0,23.0,18.0,11.0,19.0,22.0,19.0,24.0,12.0,23.0,26.0,21.0,13.0,24.0,24.0,20.0,12.0,23.0,17.0,14.0,21.0,11.0,14.0,20.0,17.0,14.0,17.0,0.0,17.0,14.0,17.0,20.0,14.0,11.0,21.0,14.0,17.0,23.0,12.0,20.0,24.0,24.0,13.0,21.0,26.0,23.0,12.0,24.0,19.0,22.0,19.0,11.0,18.0,23.0,22.0,22.0,17.0,14.0,18.0,22.0,25.0,20.0,18.0,19.0,19.0,13.0,20.0,18.0,15.0,22.0,23.0,22.0,26.0,15.0,14.0,21.0,14.0,21.0,26.0,21.0,18.0,26.0,24.0,20.0,22.0,16.0,23.0,18.0,25.0,22.0,23.0,14.0,22.0,11.0,23.0,15.0,17.0,24.0,21.0,24.0,18.0,19.0,17.0,16.0,21.0,18.0,28.0,16.0,15.0,14.0,19.0,16.0,26.0,21.0,32.0,21.0,15.0,18.0,15.0,19.0,21.0,15.0,17.0,23.0,18.0,22.0,19.0,6.0
9.0,16.0,21.0,27.0,19.0,16.0,15.0,15.0,17.0,22.0,22.0,22.0,10.0,21.0,21.0,17.0,23.0,17.0,16.0,24.0,15.0,17.0,19.0,22.0,17.0,13.0,20.0,17.0,18.0,20.0,20.0,20.0,19.0,26.0,14.0,16.0,19.0,18.0,18.0,18.0,11.0,21.0,12.0,14.0,10.0,15.0,13.0,14.0,15.0,15.0,14.0,22.0,12.0,18.0,20.0,27.0,16.0,13.0,14.0,25.0,23.0,18.0,17.0,20.0,20.0,18.0,23.0,20.0,16.0,9.0,19.0,23.0,19.0,19.0,19.0,16.0,13.0,21.0,16.0,20.0,17.0,20.0,14.0,22.0,14.0,16.0,23.0,22.0,19.0,19.0,17.0,22.0,25.0,24.0,13.0,25.0,25.0,21.0,16.0,23.0,0.0,23.0,16.0,21.0,25.0,25.0,13.0,24.0,25.0,22.0,17.0,19.0,19.0,22.0,23.0,16.0,14.0,22.0,14.0,20.0,17.0,20.0,16.0,21.0,13.0,16.0,19.0,19.0,19.0,23.0,19.0,9.0,16.0,20.0,23.0,18.0,20.0,20.0,17.0,18.0,23.0,25.0,14.0,13.0,16.0,27.0,20.0,18.0,12.0,22.0,14.0,15.0,15.0,14.0,13.0,15.0,10.0,14.0,12.0,21.0,11.0,18.0,18.0,18.0,19.0,16.0,14.0,26.0,19.0,20.0,20.0,20.0,18.0,17.0,20.0,13.0,17.0,22.0,19.0,17.0,15.0,24.0,16.0,17.0,23.0,17.0,21.0,21.0,10.0,22.0,22.0,22.0,17.0,15.0,15.0,16.0,19.0,27.0,21.0,16.0,9.0
4.0,17.0,26.0,19.0,25.0,19.0,25.0,24.0,18.0,27.0,21.0,20.0,20.0,15.0,23.0,13.0,18.0,23.0,19.0,10.0,18.0,23.0,22.0,17.0,18.0,17.0,21.0,24.0,34.0,31.0,17.0,17.0,14.0,15.0,21.0,23.0,10.0,19.0,21.0,16.0,15.0,14.0,20.0,23.0,11.0,19.0,11.0,14.0,13.0,13.0,23.0,17.0,22.0,22.0,16.0,13.0,24.0,19.0,20.0,21.0,16.0,26.0,19.0,25.0,27.0,23.0,26.0,17.0,26.0,19.0,15.0,17.0,17.0,19.0,14.0,28.0,26.0,19.0,21.0,8.0,24.0,23.0,24.0,20.0,21.0,20.0,19.0,15.0,21.0,19.0,26.0,12.0,20.0,13.0,20.0,19.0,12.0,20.0,16.0,21.0,0.0,21.0,16.0,20.0,12.0,19.0,20.0,13.0,20.0,12.0,26.0,19.0,21.0,15.0,19.0,20.0,21.0,20.0,24.0,23.0,24.0,8.0,21.0,19.0,26.0,28.0,14.0,19.0,17.0,17.0,15.0,19.0,26.0,17.0,26.0,23.0,27.0,25.0,19.0,26.0,16.0,21.0,20.0,19.0,24.0,13.0,16.0,22.0,22.0,17.0,23.0,13.0,13.0,14.0,11.0,19.0,11.0,23.0,20.0,14.0,15.0,16.0,21.0,19.0,10.0,23.0,21.0,15.0,14.0,17.0,17.0,31.0,34.0,24.0,21.0,17.0,18.0,17.0,22.0,23.0,18.0,10.0,19.0,23.0,18.0,13.0,23.0,15.0,20.0,20.0,21.0,27.0,18.0,24.0,25.0,19.0,25.0,19.0,26.0,17.0,4.0
6.0,20.0,19.0,21.0,21.0,18.0,13.0,17.0,25.0,22.0,19.0,19.0,18.0,15.0,24.0,19.0,20.0,8.0,31.0,13.0,18.0,20.0,14.0,20.0,19.0,22.0,21.0,19.0,26.0,31.0,26.0,19.0,14.0,23.0,18.0,22.0,32.0,13.0,23.0,23.0,21.0,21.0,13.0,18.0,23.0,11.0,30.0,16.0,27.0,16.0,15.0,33.0,23.0,22.0,20.0,20.0,31.0,19.0,18.0,23.0,17.0,15.0,23.0,19.0,13.0,20.0,21.0,17.0,23.0,20.0,13.0,23.0,19.0,10.0,19.0,15.0,15.0,13.0,14.0,26.0,13.0,23.0,14.0,16.0,26.0,21.0,22.0,15.0,22.0,23.0,18.0,18.0,21.0,11.0,28.0,20.0,16.0,25.0,19.0,25.0,0.0,25.0,19.0,25.0,16.0,20.0,28.0,11.0,21.0,18.0,18.0,23.0,22.0,15.0,22.0,21.0,26.0,16.0,14.0,23.0,13.0,26.0,14.0,13.0,15.0,15.0,19.0,10.0,19.0,23.0,13.0,20.0,23.0,17.0,21.0,20.0,13.0,19.0,23.0,15.0,17.0,23.0,18.0,19.0,31.0,20.0,20.0,22.0,23.0,33.0,15.0,16.0,27.0,16.0,30.0,11.0,23.0,18.0,13.0,21.0,21.0,23.0,23.0,13.0,32.0,22.0,18.0,23.0,14.0,19.0,26.0,31.0,26.0,19.0,21.0,22.0,19.0,20.0,14.0,20.0,18.0,13.0,31.0,8.0,20.0,19.0,24.0,15.0,18.0,19.0,19.0,22.0,25.0,17.0,13.0,18.0,21.0,21.0,19.0,20.0,6.0
10.0,18.0,13.0,18.0,24.0,16.0,13.0,18.0,12.0,18.0,22.0,17.0,22.0,12.0,22.0,19.0,11.0,18.0,17.0,18.0,22.0,17.0,19.0,15.0,28.0,17.0,11.0,22.0,23.0,21.0,27.0,19.0,20.0,19.0,29.0,27.0,20.0,18.0,17.0,23.0,21.0,16.0,20.0,22.0,18.0,16.0,16.0,21.0,23.0,22.0,31.0,24.0,20.0,15.0,22.0,23.0,17.0,22.0,17.0,18.0,14.0,14.0,16.0,17.0,14.0,18.0,15.0,23.0,13.0,28.0,20.0,15.0,18.0,17.0,26.0,21.0,17.0,10.0,19.0,15.0,16.0,17.0,21.0,21.0,14.0,24.0,19.0,17.0,17.0,17.0,29.0,17.0,18.0,17.0,20.0,17.0,19.0,19.0,20.0,24.0,0.0,24.0,20.0,19.0,19.0,17.0,20.0,17.0,18.0,17.0,29.0,17.0,17.0,17.0,19.0,24.0,14.0,21.0,21.0,17.0,16.0,15.0,19.0,10.0,17.0,21.0,26.0,17.0,18.0,15.0,20.0,28.0,13.0,23.0,15.0,18.0,14.0,17.0,16.0,14.0,14.0,18.0,17.0,22.0,17.0,23.0,22.0,15.0,20.0,24.0,31.0,22.0,23.0,21.0,16.0,16.0,18.0,22.0,20.0,16.0,21.0,23.0,17.0,18.0,20.0,27.0,29.0,19.0,20.0,19.0,27.0,21.0,23.0,22.0,11.0,17.0,28.0,15.0,19.0,17.0,22.0,18.0,17.0,18.0,11.0,19.0,22.0,12.0,22.0,17.0,22.0,18.0,12.0,18.0,13.0,16.0,24.0,18.0,13.0,18.0,10.0
9.0,24.0,22.0,21.0,17.0,22.0,10.0,17.0,16.0,17.0,21.0,18.0,12.0,19.0,21.0,24.0,19.0,23.0,8.0,13.0,18.0,17.0,19.0,18.0,13.0,21.0,13.0,24.0,19.0,15.0,19.0,16.0,26.0,24.0,17.0,15.0,20.0,16.0,17.0,11.0,17.0,23.0,14.0,23.0,9.0,17.0,11.0,19.0,15.0,12.0,18.0,27.0,18.0,21.0,16.0,12.0,23.0,11.0,15.0,13.0,17.0,15.0,17.0,14.0,26.0,21.0,19.0,23.0,15.0,19.0,23.0,11.0,21.0,15.0,20.0,17.0,20.0,14.0,15.0,12.0,26.0,16.0,14.0,21.0,19.0,16.0,22.0,12.0,25.0,15.0,17.0,14.0,12.0,14.0,25.0,22.0,19.0,15.0,22.0,18.0,0.0,18.0,22.0,15.0,19.0,22.0,25.0,14.0,12.0,14.0,17.0,15.0,25.0,12.0,22.0,16.0,19.0,21.0,14.0,16.0,26.0,12.0,15.0,14.0,20.0,17.0,20.0,15.0,21.0,11.0,23.0,19.0,15.0,23.0,19.0,21.0,26.0,14.0,17.0,15.0,17.0,13.0,15.0,11.0,23.0,12.0,16.0,21.0,18.0,27.0,18.0,12.0,15.0,19.0,11.0,17.0,9.0,23.0,14.0,23.0,17.0,11.0,17.0,16.0,20.0,15.0,17.0,24.0,26.0,16.0,19.0,15.0,19.0,24.0,13.0,21.0,13.0,18.0,19.0,17.0,18.0,13.0,8.0,23.0,19.0,24.0,21.0,19.0,12.0,18.0,21.0,17.0,16.0,17.0,10.0,22.0,17.0,21.0,22.0,24.0,9.0
12.0,22.0,17.0,16.0,17.0,7.0,19.0,22.0,13.0,22.0,22.0,13.0,17.0,28.0,28.0,11.0,20.0,13.0,18.0,21.0,26.0,20.0,17.0,21.0,18.0,19.0,21.0,19.0,20.0,19.0,21.0,20.0,20.0,25.0,18.0,16.0,21.0,23.0,17.0,19.0,20.0,21.0,18.0,20.0,19.0,17.0,23.0,25.0,18.0,13.0,17.0,15.0,18.0,24.0,24.0,25.0,24.0,15.0,12.0,23.0,18.0,10.0,21.0,29.0,22.0,23.0,13.0,18.0,20.0,21.0,23.0,20.0,22.0,30.0,20.0,18.0,24.0,18.0,25.0,21.0,19.0,20.0,19.0,23.0,23.0,19.0,18.0,22.0,16.0,14.0,25.0,23.0,15.0,24.0,25.0,26.0,21.0,23.0,16.0,36.0,0.0,36.0,16.0,23.0,21.0,26.0,25.0,24.0,15.0,23.0,25.0,14.0,16.0,22.0,18.0,19.0,23.0,23.0,19.0,20.0,19.0,21.0,25.0,18.0,24.0,18.0,20.0,30.0,22.0,20.0,23.0,21.0,20.0,18.0,13.0,23.0,22.0,29.0,21.0,10.0,18.0,23.0,12.0,15.0,24.0,25.0,24.0,24.0,18.0,15.0,17.0,13.0,18.0,25.0,23.0,17.0,19.0,20.0,18.0,21.0,20.0,19.0,17.0,23.0,21.0,16.0,18.0,25.0,20.0,20.0,21.0,19.0,20.0,19.0,21.0,19.0,18.0,21.0,17.0,20.0,26.0,21.0,18.0,13.0,20.0,11.0,28.0,28.0,17.0,13.0,22.0,22.0,13.0,22.0,19.0,7.0,17.0,16.0,17.0,22.0,12.0
13.0,12.0,16.0,21.0,18.0,23.0,23.0,14.0,25.0,23.0,21.0,14.0,25.0,15.0,22.0,24.0,22.0,22.0,17.0,17.0,12.0,17.0,17.0,22.0,17.0,23.0,21.0,21.0,18.0,22.0,16.0,32.0,14.0,18.0,17.0,21.0,20.0,18.0,25.0,24.0,9.0,19.0,19.0,28.0,22.0,26.0,20.0,15.0,18.0,25.0,22.0,14.0,15.0,26.0,20.0,20.0,17.0,20.0,17.0,20.0,14.0,26.0,18.0,22.0,22.0,12.0,23.0,12.0,25.0,14.0,23.0,25.0,10.0,20.0,21.0,12.0,18.0,20.0,9.0,23.0,17.0,23.0,18.0,21.0,23.0,10.0,24.0,20.0,24.0,22.0,13.0,20.0,20.0,26.0,21.0,18.0,15.0,20.0,14.0,25.0,0.0,25.0,14.0,20.0,15.0,18.0,21.0,26.0,20.0,20.0,13.0,22.0,24.0,20.0,24.0,10.0,23.0,21.0,18.0,23.0,17.0,23.0,9.0,20.0,18.0,12.0,21.0,20.0,10.0,25.0,23.0,14.0,25.0,12.0,23.0,12.0,22.0,22.0,18.0,26.0,14.0,20.0,17.0,20.0,17.0,20.0,20.0,26.0,15.0,14.0,22.0,25.0,18.0,15.0,20.0,26.0,22.0,28.0,19.0,19.0,9.0,24.0,25.0,18.0,20.0,21.0,17.0,18.0,14.0,32.0,16.0,22.0,18.0,21.0,21.0,23.0,17.0,22.0,17.0,17.0,12.0,17.0,17.0,22.0,22.0,24.0,22.0,15.0,25.0,14.0,21.0,23.0,25.0,14.0,23.0,23.0,18.0,21.0,16.0,12.0,13.0
9.0,20.0,20.0,23.0,17.0,18.0,20.0,16.0,21.0,18.0,12.0,29.0,16.0,20.0,20.0,20.0,16.0,20.0,16.0,25.0,19.0,26.0,21.0,20.0,18.0,23.0,20.0,18.0,17.0,23.0,26.0,19.0,16.0,27.0,21.0,19.0,22.0,27.0,22.0,28.0,19.0,32.0,29.0,9.0,18.0,29.0,17.0,23.0,15.0,18.0,18.0,21.0,14.0,21.0,22.0,26.0,19.0,16.0,20.0,18.0,19.0,15.0,22.0,23.0,14.0,13.0,21.0,16.0,19.0,29.0,13.0,26.0,20.0,16.0,22.0,24.0,25.0,14.0,20.0,26.0,14.0,21.0,25.0,19.0,28.0,25.0,17.0,23.0,22.0,18.0,19.0,21.0,19.0,20.0,22.0,29.0,24.0,30.0,16.0,16.0,0.0,16.0,16.0,30.0,24.0,29.0,22.0,20.0,19.0,21.0,19.0,18.0,22.0,23.0,17.0,25.0,28.0,19.0,25.0,21.0,14.0,26.0,20.0,14.0,25.0,24.0,22.0,16.0,20.0,26.0,13.0,29.0,19.0,16.0,21.0,13.0,14.0,23.0,22.0,15.0,19.0,18.0,20.0,16.0,19.0,26.0,22.0,21.0,14.0,21.0,18.0,18.0,15.0,23.0,17.0,29.0,18.0,9.0,29.0,32.0,19.0,28.0,22.0,27.0,22.0,19.0,21.0,27.0,16.0,19.0,26.0,23.0,17.0,18.0,20.0,23.0,18.0,20.0,21.0,26.0,19.0,25.0,16.0,20.0,16.0,20.0,20.0,20.0,16.0,29.0,12.0,18.0,21.0,16.0,20.0,18.0,17.0,23.0,20.0,20.0,9.0
